,passage,summary
1282," 마을의 상일꾼이 풍물잡이 상쇠가 되는 것처럼, 일터에서 익힌 역동적인 노동력이 놀이의 역량으로 이어지기 때문이다. 그러므로 마을민속을 통해서 공동체문화다운 성격과 기능들을 구체적으로 포착하게 되면, 놀이조차 상품화되어 있는 산업사회의 한계와 문화산업의 역기능을 비판적으로 극복하고 인간다운 삶의 문화를 대안으로 제시할 수 있다. 다양한 마을민속 가운데에서도 특히 공동체문화다운 성격이 두드러진 것을 주목해야 하는 까닭이 여기에 있다. 그러한 민속을 앞에서 우리는 특히 마을공동체 민속이라고 했다. 대표적인 것이 공동체놀이를 비롯해서 공동체신앙이다. 동신신앙이나 풍수신앙은 민속신앙이자 공동체신앙으로서 마을사람들이 공동으로 믿고 공동으로 섬기며 마을의 공동번영과 마을사람들 모두의 평안을 기원하는 가운데 마을의 지리적 환경까지 공동으로 지키고 가꾸는 것이다. 신앙은 좋게 말하면 섬김과 믿음의 문화이지만 나쁘게 말하면 혹세무민을 조장하는 문화이다. 따라서 서로 사랑하고 베푸는 적선의 문화인가 하면, 때로는 다른 신앙을 증오하고 모함하는 반목의 문화가 되기도 한다. 기독교는 사랑을, 불교는 자비를, 유교는 어진 삶을 추구하지만, 적어도 다른 종교에 대해서는 사랑도 자비도 어진 마음도 없다. 서로 다른 종교를 부도덕한 것으로 간주하는 것을 넘어서 때로는 좌도나 음사, 마귀로 간주하기까지 한다. 그러므로 같은 이웃에 살아도 종교 간의 갈등이 심각하고 때로는 분쟁까지 낳기도 한다.",일터에서 익힌 역동적인 노동력이 놀이의 역량으로 이어지기 때문에 놀이조차 상품화되어 있는 산업사회의 한계를 비판적으로 극복하고 인간다운 삶의 문화를 대안으로 제시할 수 있다.
1283," 조사자도 일어서서 밖으로 나갔다.화수회 의식을 진행하고자 경로당 안에 있던 어른들이 모두 밖으로 나와서 마을회관 앞에 모여 섰다. 조사자도 마을 어른들과 함께 섞여 서 있는데, 한 할머니가 다가와서 얼굴을 자세히 들여다보며 말을 붙인다. “누군공? 다 아껜데 내가 누(눈)이 어둡다. 눈이 깽해도 그간에 인사가 없어놓이 누군동 몰래(못 알아) 볼세(보겠네)! 어디 서울서 왔는강?”전에 인사를 해서 안면을 트고 있는 까닭에 다 알아봐야 하지만 눈이 어두워서 못 알아보겠다는 말이다. 그러다가 다시 생각해 보니, 인사를 하지 않은 사람도 있다. 객지에서 온 젊은 사람들 중에는 아직도 인사가 없는 경우도 있으니까 말이다. 그런 경우에는 눈이 아무리 밝아도(깽해도) 알 수 없다. 객지에서 왔으면 으레 서울서 왔으려니 하고 서울서 왔는가 하고 묻는다. 서울서 종친들이 관광버스 한 대를 맞추어 단체로 타고 왔기 때문이다. 객지 사람들로서는 서울에서 가장 많이 온 것이다. “안동대학에서 왔니더.”“그래요? 난 또 우리 마실 젊으이라꼬!” ‘누군공?’ 하고 인정 있게 말을 붙였는데, 안동대학에서 왔다는 말에 ‘그래요?’ 하고 금방 말이 바뀌었다. 가까운 사이에 쓰는 다정한 예사말이 낯선 사이에 쓰는 공식적인 높임말로 싹 바뀐 것이다. 다른 할머니가 곁에 있다가 “그케! 내가 안면이 있드라. 안동대학 선새(선생)이지.” 하고 아는 체를 했다. 조사자를 알아보지 못한 할머니는 멋쩍었든지 얼른 말을 돌린다.",화수회 의식을 위해 경로당 안 어른들과 조사자가 마을회관 앞에 모여 서있는데 한 할머니가 객지에서 왔으면 서울인가 보다 하고 서울서 왔는지 묻는다.
1284,"한편 무선INO들의 비용을 높이는다음과 같은요인들도존재한다. 무선INO는 BTS로 집중된 통화를 각지로 분산시켜야 하므로 이점이 무선INO의 비용을 높이는 요인으로 작용한다. 또한 무선INO들간의 경쟁은 유선INO들에 비해 치열하므로 시장점유율을 높이기 위한 소매상들에 대한 금전적 유인 제공, 단말기보조금의 지급, 브랜드 이미지 제고를 위한 광고 등 마케팅비용의 지출이 무선INO의 비용을 높이는요인으로 작용한다. 5) 규제 필요성 여부: 무선INO의 상호접속료 원가주의무선INO의 상호접속료에 대한 원가주의 적용의 문제는 그 해답이 명확하지 못한상태이다. 원가주의가 적용된다면 어떠한 방식으로 적용해야 하는가의 문제가 제기되며, 이는 시장경쟁에 영향을 미칠 뿐 아니라 유선INO와 무선INO들의 수입/비용구조에도 영향을 미치는 민감한 문제이다. 이하에서는 유무선 서비스간의 공익적관점에서 본 이중독점화(double marginalization)의 문제를 살펴보고 상호접속시장에서의 지배적 지위에 대한 논의를 하겠다.이중독점화의 문제는 발신자 지불원칙(CPP)과 상호정산원칙 하에서 접속비용과상호접속료가 일치하지 않음에서 발생한다. 상호접속 서비스를 필요로 하는 사업자는 상호접속 서비스를 중간재적으로 사용하여 통화서비스를 최종수요자에게 제공한다. 또한 접속료는 중계접속(전자상거래의 B2B 개념과 유사)과 최종통화를 위한접속(B2C) 등 서비스의 차이에 따라 다르게 부과되기도 한다.",무선 INO는 BTS로 집중된 통화를 각지로 분산시켜야 해서 무선 INO의 비용을 높이는 요인이며 무선INO들간의 경쟁은 유선 INO들 보다 치열하다.
1285," 즉 채용, 배치, 승진, 임금, 퇴직 등에 있어서의 남녀차별이 심하게 적용되고 있음을 위에서 살펴보았다. 이러한 상황을 제거하여 여성인력을 효율적으로 활용할 수 있도록 하기 위해 사회의 차별적 상황을 제거하는데 다각적인 노력을 기울이는 것이 여성의 지위를 향상시킬 수 있는 방안이 될 수 있다.(3) 각 국 여성들의 힘의 증진을 위한 세력화 방안 모색아․태지역 국가들의 사회경제적 상황변화와 맞추어 여성의 노동시장력과 남녀간의 힘의 균형을 통한 여성의 지휘향상을 위해 여성에게 유리한 방향으로 조정하기 위해서는 여성들의 적극적인 쟁취능력의 고취가 필요하다. 여성들이 취업기회를 확대하고, 승진의 기회를 갖기 위해서는 자신의 능력배양을 위해 노력하는 자세가 무엇보다 중요하다. 또한 여성들간의 연결망을 구축하여 고립을 탈피하고, 자신감을 갖도록 해야 한다. 이와 같이 여성들이 능력과 연결망을 갖도록 하기 위해 노력하는 것은 여성교육의 중요한 책무중의 하나이다. 즉, 여성교육은 변화하는 사회에 알맞는 여성교육이념을 정립하고, 남성과 여성을 위한 평등의식 교육기회를 확대해야 한다. 그리고 직업의식, 직업준비, 직무․업무를 위한 교육훈련 기회를 확대해야 한다. 나아가 교육에서의 남녀차별적 요인을 제거하며, 국내․외적으로 인정된 여성의 권리의식을 홍보함과 아울러 여성의 지위향상을 위하여 여성간의 연계체계를 강구해 나가야 한다. 그리고 정책결정에의 여성참여를 확대하기 위해 단계별 여성일정비율 할당제를 도입하여 추진함으로써 무든 사람들이 남녀평등의식을 가질 수 있도록 힘써야 한다.",남녀 차별이 심하게 적용되고 있음을 보았는데 여성인력을 활용할 수 있도록 하기 위해 사회의 차별적 상황을 제거하는 데 노력을 기울이는 것이 여성 지위 향상의 방안이 될 수 있다.
1286," 남녀사원 모두 교육프로그램에 따라 문제지를 만들고, 배포하고, 판매하는 일등 같은 일을 합니다.임시직의 경우 근무성적에 따라 계장, 부장, 국장의 추천을 얻어 정식직원이 될 수 있는데 1년이 지난 현재 80명중 10명이 정식직원 발령을 받았읍니다. 저는 아직도 임시직원인데 애초에 본인이 원하지도 않는데 남녀분리해서 여직원에게는 임시직 발령을 내는 것은 위법이 아닌가 묻고 싶습니다.(서울시 도봉구, 조)■ 해설 귀하가 문의하신 바와 같이 동일자격(동일학력)의 남녀응시자들 동일한 절차를 거쳐 채용함에 있어 남자는 정규직으로, 여자는 임시직으로 발령을 낸 것은 모집공고에서 채용조건중 임시직, 정규직을 명시적으로 분리하여 제시한 것이 아닌한 여성에 대한 차별로 간주할 수 있읍니다. 그러나 임시직, 정규직 양자의 채용조건에 있어 한쪽 성에게 정당한 이유없이 상대적으로 열등한 조건을 부여한다는 것은 차별적 요소로 밖에 볼 수 없으며, 인건비 절감을 위한 불리한 고용조건이라고 하겠읍니다.따라서 귀하의 질문만으로는 어떻게 똑같은 공채로 들어온 남녀사원이 여자는 전부 임시직으로 고용되었는지를 명확히 알 수는 없읍니다. 유추해 보건대 K사의 관행상 여자는 임시직으로만 채용해 왔기 때문에 남자응시자와 동일한 시험을 보아 합격해도 여자는 임시직에 발령을 냈고, 일정기간이 지나 성적이 좋은 경우에 한하여 정규직 발령을 낸 것으로 보입니 다. 결국 여자는 일종의 수습기간인 임시직을 거친 뒤에야 정규사원이 될 수 있다는 얘기입니다.","남녀사원 모두 교육프로그램에 따라 문제지를 만드는 등 같은 일을 하며 임시직의 경우 근무성적에 따라 계장, 부장, 국장 추천으로 80명 중 10명이 정식직원 발령을 받았다."
1287," 보너스는 점포 달성률, 부문달성률, 그리고 개인평가분으로 구성되는데 그 비율은 각각 40%, 20%, 그리고 40%이다. 보너스 지급시 개인평가를 실시하고 있지만, 평가가 반영되는 비율은 1996년 전에 비해 매우 경미하다.JF사에는 선(sun)사원(촉탁)제도가 있다. 원래는 정년퇴직자의 재고용을 위해서 도입되었지만, 인재확보 등 다양한 이유로 일반채용에도 이용되었다. 기존의 등급제도가 시행되었을 때에는 근속연수가 많을수록 시급이 올랐기 때문에 초임 시급은 낮게 설정되어 있었다. 그 때문에 경기나 점포의 입지에 따라서는 낮은 초임 시급으로 채용이 어려웠는데, 이러한 문제를 해결하기 위해 선사원제도를 이용하였으나 현재는 거의 사용되지 않는다.정규직, 선사원, 그리고 파트타임근로자간에는 고용형태 변경제도가 약 20년 전부터 있었는데, 변경 실적이 적어 최근 7~8년간은 휴지상태이다. 앞서 언급한 선사원은 월급제인데, 연령급이 있어서 중고령층의 파트타임근로자가 선사원으로 전환되면 회사의 부담이 크고, 또한 등급 설정이 어려운 점 등이 있어 현재 휴지상태이다.직무 구분은 정규직과 파트타임근로자 간은 명확하게 설정되어 있지 않다. 그 때문에  아직 많은 수는 아니나, 신규 졸업자로서 파트타임으로 일하는 근로자와 정규직의 직무는 큰 차이가 없다. 현장에서는 정규직에게 작업배분, 납품 등의 작업을 수행할 것을 요구하는 한편, 파트타임근로자에게는 단순한 국제노동브리프∥15일을 수행할 것을 요구하고 있으나 그것의 명확한 기준이 있는 것도 아니다.",JF 사에는 기존의 등급 제도가 아닌 정년퇴직자의 재고용을 위해 도입된 선사원 제도를 시행하여 인재 확보 등 다양한 이유로 일반 채용에도 이용하였다. 
1288,"전문가로 상층부에 남아 의사결정에 영향을 미칠 수 있게 될 것인지 또는 하층부에 단순 기능자로 남아 결정된 사안들을 이행하는 자로 남을 것인가는 정부의 정책적 배려와 여성들의 힘의 증진 여하에 따라 달라질 수 있다.여성사회교육은 여성의 지위를 향상시킴과 동시에 궁극적으로는 행복한 삶을 영위할 수 있도록  하기 위해 여성들이 읽고, 쓰고, 셈하기는 물론 기능적 문해자로서 당당하게 미래사회에서 전문적 위치를 차지할 수 있도록 부단히 여성들에게 주어져야 한다. 선진국에서는 인간자원개발의 일환으로서 여성들이 전문기술직, 행정관리직을 비롯하여 각종 정치․경제․사회․문화 관련직에 참여하여 능력을 발휘할 수 있는 환경을 조성하기 위해 부단한 노력을 기울이고 있다. 그 외의 국가들도 여성의 사회참여 증가를 통해 여성자신의 자기개발과 자아실현은 물론 지역사회와 국가발전을 위해 노력을 해야 할 것이다. 여성사회교육이 추구하는 목적이 달성될 수 있도록 각국 정부와 단체들은 여성사회교육 관련 지식과 정보를 교류하고, 인력교류를 도모함으로써 끊임없이 여성발전을 이룰 수 있도록 해야 할 것이다.후기산업사회의 특징은 ""손의 세계""가 아니라 추상적인 ""정신의 세계""로 대체하게 될 것이며, 학습의 방식도 체계적이고 학문중심적인 학교교육 형식에서부터 경험중심적이고 여성학습자 친화적인 형태로 변화되어가고 있다(한숭희, 1997). 여성학습자에게 친숙한 학습방식의 부활이 이루어지게 되었다.",전문가로 상층부에 남을 것인지 하층부에 단순 기능자로 남을 것인지는 정부의 정책적 배려와 여성들의 힘의 증진 여하에 따라 달라질 수 있다. 
1289," 이러이러한 상황에서 복지 상태를 증진시키는 선택, 행위 혹은 제도는 유사한 상황에서도 그래야 한다. 공리주의의 여러 이론이 상황 보편화 조건을 만족하지 못한다면, 공리주의는 좋고 나쁨의 이론적 토대가 될 수 없다. 의무론은 개인의 자율성(autonomy)에 바탕을 둔다.4) 선택의 자유가 개인의 선호 구조(preference structure) 및 충동 만족 기제에 의존한다면, 자율성 개념은 개인을 도덕적 동물로 규정하기 위해 도입된 것이다. 이러이러한 조건 아래 나의 도덕성을 규정하는 것은 타인에게도 해당되어야 한다. 인권과 같은 것이 하나의 실례가 되는데, 인권은 행위자 보편화 조건을 만족해야 한다. 특정 문제와 관련하여 적절한 선택 및 행위를 유도할 목적으로 공리주의 및 의무론의 이론을 사용하는 방식이 규범윤리의 전형적인 방법론이다.생명의료윤리가 규범윤리의 세력에서 벗어나게 된 주요 동기는 철학적 논쟁보다는 의료 사건과 같은 상황의 복잡성에 대한 인식에서 기인한다. 지나친 ‘이론 의존성(theory dependence)’은 문제 해결이 아니라 교착상태를 만들어낸다. 효율과 의무가 갈등하는 상황을 이론적 관점에서 해결하려고 할 때 윤리적 딜레마(ethical dilemma)는 피할 수 없다. 규범윤리의 여러 이론들을 생활세계에 적용할 때 모순이 생긴다. 효율 중심의 복지 지향 이론과 동기 중심의 의무론이 마찰하는 상황은 종종 발견된다. 의무론 안에서도 여러 권리들이 서로 마찰하는 상황은 빈번하다.",선택의 자유가 개인 선호 구조에 의존한다면 자율성 개념은 개인을 도덕적 동물로 규정하기 위해 도입된 것이며 나의 도덕성을 규정하는 것은 타인에게도 해당돼야 한다.
1290," 시장에서 서로에게 이익을 주는 관계란 비즈니스에 매우 소중한 것이다. 고객 발굴에 드는 시간과 비용을 줄이고 물건을 구입할준비가 되어 있는 사람에게만 효율적인 투자를 할 수 있다면 매우효과적인 사업을 할 수 있을 것이다. 먼저 해야 할 일은 당신의 제품이나 서비스를 좋아할 만한 고객을 확보하고 있는 업체를 찾아내는 것이다. 상대방과 서로 이익을 주며 보완적인 역할을 하게 되는점을 명확히 설명하고 서로 이해해야 한다. 서로 제휴관계를 맺으면 미래에 얻을 이익이 구체적으로 얼마나 될지를 제시하는 것이더욱 효과적이다. 당신과 상대방이 가지고 있는 자산, 능력이 서로에게 손해를 끼치지 않고 이익을 줄 것이라는 점을 확신시켜야 한 34 마케팅의위력과함정 다. 상호이익 관계의 결정적인 원동력이 되는 것은 고객을 생각하는 마음이다. 제휴관계가 결과적으로 고객의 이익이 되지 않는다면그것은 실패할 것이기 때문이다. 수익을 어떻게 나눌 것인가하는것은 상황에 따라 융통성을 가지고 판단해야 한다. 금은을 전문적으로 파는 업체는 다이아몬드 판매업체와 제휴하여 서로 고객을 추천하고 소개해 주기로 하였다. 이러한 관계를 통해서 고객들은 저렴한 보석을 구입할 수 있었고, 제휴 쌍방간에 판매실적의 향상이있게 되었다. 어느 카페트 업체는 부동산업체와 제휴관계를 맺었 다. 이들은 고객들에게 서로 상대업체를 추천하였고 결과는 서로에게 이익을 추가하였다. 여러 형태의 제휴관계가 형성될 수 있다는점을생각하고효과적인방법을모색해야한다.",물건을 구입할 준비가 된 사람에게만 효율적인 투자를 하며 서로에게 이익을 주는 관계란 매우 소중한 것이다.
1291," 임금격차의 분해를 통하여 임금격차의 4분의 1 내지 3분의 1이 생산성 특성에 대하여 고용형태별로 다른 가격을 지불하는 임금차별에 의한 것으로 나타난다.셋째, 교육수준이나 근속기간으로 측정한 인적자본 수준이 정규근로의 임금에 미치는 효과가 통계적으로 유의한 반면 비정규근로의 임금에 미치는 효과는 없는 것으로 나타나 동일노동동일임금의 원칙을 거스르고 있는 노동시장의 현실을 알 수 있다. 건강자본(health capital)은 고용형태의 선택에는 통계적으로 유의하게 작용하지만, 일단 고용되고 나면 건강자본이 임금의 결정에 미치는 효과는 유의하지 않은 것으로 나타난다.넷째, 현재 일자리에서 지속 가능성이 낮은 정규근로자는 그렇지 않은 정규근로자보다 8∼10% 낮은 임금을 받는 것으로 나타나는 반면, 지속 가능성이 비정규근로자의 임금에 미치는 효과는 통계적으로 유의하지 않은 것으로 나타난다. 마지막으로, 다양한 모형식의 추정이 가져다주는 차이는 그리 심각하지 않은 것으로 보인다. 즉 선택편의와 동시결정성(joint determination)을 고려하는 전환회귀모형을 추정한 경우와 이를 고려하지 않은 분리된 회귀모형을 추정한 경우를 비교할 때, 계수의 추정치가 급변하는 경우는 거의 나타나지 않아 기존에 사용한 단순한 추정법이 어느 정도의 타당성을 가진다고 할 수 있겠다.정규비정규근로와 관련된 연구에서 선결되어야 할 과제는 이를 구분 하는 기준과 분석을 위한 충분한 자료의 확보에 있다.",일자리 지속가능성이 낮은 정규근로자는 8~10% 낮은 임금을 나타내는 반면 비정규근로자의 임금에 미치는 효과는 없었다.
1292," 특히 국제적인 경향에 따라서 국가에 의해 직접 운영 혹은 제공되는 공공복지의 비중을 줄이고, 효율적으로 기업이나 시장을 통하여 운영 혹은 제공될 수 있는 부분은 과감하게 아웃소싱을 할 필요가 있을 것이다.사회보장은 본질적으로 사회구성원들간의 위험분담(risk pooling)의 원칙에 따라서 사회적구성원들 누구에게나 닥칠 수 있는 사회적 위험에 대한 보장비용을 사회적으로 분담하는제도이다. 따라서 사회적 위험 가운데 특정한 위험이 보편적으로 발생하는 것은 아니나 발생할 경우 보장을 위한 비용이 아주 높은 위험의 경우 보편적 사회보장프로그램으로 통해보호하기보다는 민영화나 기업복지를 통하여 제공할 경우 비용 효율적일 수 있다. 예를 들어 의료보험의 경우 고비용을 요하는 치료나 요양 등에 대하여서는 공적 사회보장보다는기업복지를 통하여 제공할 경우 비용 효율적이며 제도의 다양한 발전을 통해 보다 양질의서비스를 제공받을 수 있을 것이다. 선진국의 경우 공공복지에 대한 사적 부문(기업)의 역할 분담이 늘어가면서 정부는 기업주도로 제공되는 공공성격의 기업복지 프로그램들에 대 하여 적극적인 세제정책을 통하여 제도의 도입유도 혹은 비용지원을 하고 있다. 미국의 경우 의료보험과 기업연금이 그 대표적인 기업복지제도이다.그러나 우리 나라 기업복지제도는 선진국에 비해 낮지 않은 비용을 부담하면서도 제도의내용이 수혜대상자인 근로자들의 변화하고 다양화해 가는 복지욕구를 유연하게 반영하지못하고 제도의 운영에 대한 경직된 규제 그리고 기업복지 프로그램들에 대한 낮은 정책적인센티브 등으로 인하여 비용효율성이 낮을 뿐만 아니라 제도의 다양하고 유연한 발전이이루어지지 못하고 있는 실정이다.",사회보장은 사회적 위험에 대한 보장비용을 사회적으로 분담하는 제도이나 보장을 위한 비용이 높은 위험의 경우 민영화나 기업 복지를 통해 제공하는 것이 비용 효율적일 수 있다.
1293," 어느 국가의 정부가 해저 핵실험을 한 결과로 거대한 지진이 일어나 지축에 변화가 생긴다면, 그 정부가 왜 하필 그때 핵실험을 강행했는지는 자연법칙에 의해 제한되지 않는다.자연법칙의 보편성이 지축 방향을 완전히 제한하지 못하듯, 그 어떤 규범도 모든 상황을 제한할 수 없다. 심지어 서로 다른 두 이론에 등장하는 규범들은 하나의 상황 속에서 모순을 만들어낸다. 실제 상황을 제한하는 것은 개인 혹은 집단의 관심과 목적이며, 문제 해결의 과제를 담은 담론의 주제는 상황적 특수성과 연관된다. 공학자 A의 사례에 담긴 상황적 특수성과 맞물린 ‘공학자 집단과 타집단 사이의 의사소통’이라는 주제는 그 어떤 규범윤리의 이론체계에서도 예측 가능한 것이 아니다. A가 처한 유사한 상황이 과거에도 있었지만 지금 주목되는 이유는 공학이 걸어온 역사와 관련된다. 직업의 역사 의존성은 규범 및 법칙체계의 핵심 구성 요소가 될 수 없음에도 불구하고, 사례의 상황적 특수성과 맞물린 주제는 윤리학자에게 종종 자신의 이론을 응용할 문제로 전락한다. 상황의 분석 자체가 문제 해결의 실마리라는 관점은 규범윤리에서는 이질적이다.공학윤리에서는 옳고 그름의 기준으로서의 규범보다는 실제 사례의 상황 분석을 통해 만족할 만한 해결책을 제시하거나, 그런 해결책을 위한 검토 사항(check point)을 찾는 작업이 중요하다. 현재 많이 다뤄지는 공학윤리의 주제들로서 ‘공공의 안전 및 복지와 연관된 공학자의 책임과 자율성’, ‘공학적 설계의 위험 분석 과정에서 요구되는 집단적 합의 절차’, ‘갈등하는 관심의 중재’, ‘데이터의 통합, 표상 및 효과적인 전달 방식’, ‘내부고발’, ‘직업 선택과 직업 특성’, ‘고객과 의뢰인에 대한 책무’, ‘공학자의 자격 요건’, ‘특허 및 기술 이전에 대한 책임 기간 문제’, ‘선물과 뇌물의 구분’, 그리고 ‘공평한 대우’ 등을 들 수 있다.",직업의 역사 의존성은 윤리학자에게 종종 자신의 이론을 응용할 문제로 전락하고 공학 윤리에서는 옳고 그름의 규범보단 해결책을 위한 검토 사항을 찾는 작업이 중요하다.
1294," 문제 해결의 참가 자는 여러 사례를 대조하고 비교한다. 역사적으로 공인된 준칙이 직접 적용되는 전형적인 사례, 곧 패러다임을 찾는다. 준칙은 이론이 아니라 역사와 문화의 영향을 배제하지 않는 사례의 상황적 규정 방식에 의존한다. 패러다임과 문제의 사례들을 준칙에 근거해 비교함으로써 상황에 합당한 개연적 판단이 얻어진다. 합당한 판단의 결론은 행위자에게 일종의 권고 사항이다. 결의법에 근거해 생명의료윤리를 실천윤리로 정착시키는 작업은 실천과 이론의 연결성이라는 난제에 시달리지 않는다. 이에 대한 자세한 논의는 제2부에서 다룬다. 여기에서는 한 가지만 명확하게 한다. 중세 결의법이 지향하는 종교적 윤리관을 이론적 사고의 대상으로 삼을 수 있어도, 결의법에서 그러한 윤리관은 궁극적으로 지향해야 할 가치체계이지 행위 기준의 이론적 규범체계는 아니다. 행위 준칙의 합당함 그리고 준칙과 종교적 윤리관의 정합성 정도는 어디까지나 상황적 특수성에 근거한다. 실천윤리에서 규범적 이론과 실천의 연결성이 강조되지 않는 경우, 이론은 상황을 초월해 합당한 판단 방식을 이상화시킨 일종의 모델일 뿐이다.이론 의존성의 위험에 근거해 생명의료윤리를 실천윤리로 규정할 때 선택과 판단에 규범윤리 이론의 규범 혹은 원리 개입이 요청되지 않는다. 이로부터 그 선택과 판단의 도덕적 정당화가 확보되는 것은 아니다. 따라서 그러한 정당화와 연관해 실천윤리로서 생명윤리는 두 분파로 나뉜다. 하나는 이론과 실천의 연결성을 강조한다면, 다른 하 나는 이론과 실천의 독립성을 강조한다.",이론 의존성의 위험에 근거해 생명의료윤리를 규정할 때 원리 개입에 요청되지 않으며 선택과 판단의 도덕적 정당화를 확보되지 않는다.
1295,"사회적 일자리 창출의 쟁점과 과제서구 각국의 최근 동향노 대 명(한국보건사회연구원 자활지원팀 팀장)■ 들어가며지난 2~3년 전부터 한국사회에는 사회적 일자리에 대한 관심이 증가하고 있다. 이 개념이 가진 모호함이 명확하게 해결되지 않았음에도 불구하고, 혹은 이 모호함 덕택에 많은 사람들이 사회적 일자리의 잠재력에 이끌리고 있다. 구체적으로는 다음과 같은 두 가지 이유 혹은 매력이 사람들의 관심을 끌고 있는 것처럼 보인다. 첫째, 사회적 일자리라는 개념은 실직빈곤층에게 일자리를 제공하고, 이를 통해 지역사회의 삶의 질을 개선하는 이중의 효과를 지니며, 이것을 국가나 시장이 아닌 시민사회가 주도한다는 점에서 참신할 뿐 아니라 매우 이상적인 실험이라는 매력이 있기 때문이다. 둘째, 실직빈곤계층을 위한 자활사업이 시작되면서 근로능력 미약집단을 대상으로 근로활동을 촉진 하기 위해 정책적으로 필요한 개념이기 때문이다. 이 점에 대해 좀더 구체적으로 언급하면, 자활사업은 실직상태에 놓인 빈곤층 근로능력자가 복지제도에 안주하지 않고, 경제활동에 참여하도록 유인하는 것을 목적으로 한다. 하지만 지난 2~3년간 그들을 노동시장으로 유인 하는 각종 정책을 실시하는 과정에서, 경제위기를 거치면서 우리 사회의 빈부격차는 더욱 심화되었고, 빈곤층을 위한 일자리 창출과 일자리 나누기에 대한 관심이 커지고 있다. 실직자들에게 일자리를 제공하는 동시에 저소득층의 복지욕구를 충족시키기 위한 사회적 유용성을 가진 일자리 창출의 외국 사례를 고찰한다.",사회적 일자리는 일자리 제공으로 지역사회의 삶의 질을 개선하는 이중 효과가 있고 시민사회가 주도한다는 것이 이상적이며 근로능력 미약집단의 근로활동 촉진을 위해 필요한 개념이다.
1296," 그러므로 작업반단위의 사업을 잘 계획하는 것과 함께 그 수행정형을 옳게 총화하고 사업개선을 위한 명확한 대책을 세워나가는 것은 작업반의 생산적 기능과 역할을 높이고 작업반 살림살이를 알뜰히 꾸려나가도록 하는데서 중요한 작용을 한다. 작업반은 또한 생산 및 경영활동과정에 노동자들의 정치사상의식과 기술기능수준을 높이며 공산주의적 도덕품성을 키우는 집단생활의 세포이다. 그러므로 작업반을 단위로 하여 일생산 및 재정총화를 진행함으로써 생산계획을 넘쳐 수행하도록 작업반 성원 모두를 자극하고 경영활동에서 얻은 경험을 제때에 장악하여 널리 보급할 수 있었으며 작업반 성원들로 하여금 맡은 과업수행에 대한 책임성을 높이고 그들을 집단주의정신으로 교양할 수 있었다.북한에서는 일생산 및 재정총화를 작업반을 기본단위로 하여 진행하면서도 해당 부문의 특성을 고려하여 분조 또는 교대를 단위로 진행하도록 한다. 인민경제 모든 부문, 모든 단위의 작업반은 그 규모에 있어서나 생산 및 작업방법, 기술장비수준, 작업조건에 있어서도 차이가 많다. 예를 들어 어떤 작업반은 여러 교대로 갈라져 일하는가 하면 어떤 작업반은 인원이 많은 데도 있다. 채취공업부문 같은 데서는 굴착작업개소를 단위로 작업을 조직하는가 하면 야금공업부문 같은 데서는 대체로 용광로나 압연기대를 단위로 작업을 조직하고 있다. 농업부문에서는 부락을 단위로 작업반을 조직하고 분조단위로 작업을 진행한다. 이와 같이 작업반에 분조 또는 교대가 조직되어 있을 경우에는 분조 또는 교대를 단위로 하여 생산총화와 재정총화를 하고, 작업조장이나 교대장들이 그날의 작업반적인 총화를 진행하도록 하였다.",작업반은 생산적 기능과 역할을 높이고 살림살이를 알뜰히 꾸려나가도록 하는 중용한 작용을 하고 있으며 공산주의적 도덕품성을 키우는 집단생활의 세포이다.
1297," 특히, 투자보수, 경영비효율성에 따른 영업비용의 원가에의 포함 여부, 감가상각비의 회계처리방법 등에 대한 기준이 제시되지 못하였다. 또한 접속원가관련 세부규정이 미흡하고, 보편적서비스 관련 회계분리 미비 등으로 관련 정책에 필요한 회계정보 제공이 이루어지지 못하고 있으며, 가입자선로 공동활용 등 향후 통신정책 수요에 대한 대응도 미흡하다고 평가되었다.한편, 인건비, 감가상각비 등 형태별 회계분리의 산정기준, 전기통신사업과 비전기통신사업의 분리기준 및 절차가 명시되지 않은 관계로 회계규칙 및 회계분리기준에 대한 사업자의 임의적인 해석의 소지가 있으며, 이에 따라 회계정보의 유용성도 저하된다는 우려가 있고, 설비운영비 등 기능별 분류기준, 공통비의 배부기준 등에서도 마찬가지 문제점을 갖고 있었다.전기통신사업 회계제도는 회계분리의 필요성 등에 대한 고려 없이 모든 기간통신사업자에게 획일적인 양식의 영업보고서를 제출하도록 하여 불필요한 비용을 초래하며, 특히 복수 역무를 제공하는 사업자의 수가 3∼4개 불과한데, 현재 36개의 기간통신사업자가 18개의 양식을 모두 작성하여 제출하는 것은 규제완화 차원에서규제정책의 비효율성을 야기시킨다는 지적을 받았다. 또한 회계정보의 적시성 측면에서도 영업보고서의 검증결과를 회계연도가 1년이 지난 뒤에 활용 가능함에 따라회계정보의 적시 이용이 곤란하고, 검증결과에 대한 공개기준이 없어 전면 미공개함에 따라 타사업자 등으로부터 공개요구가 제기되고 효율적인 활용이 미흡한 점도제기되었다.",영업보고서의 검증 결과를 1년이 지난 후에 활용 가능하여서 적시 이용이 곤란하고 타사업자 등으로부터 공개요구가 제기되고 효율적인 활용이 미흡한 점도 제기되었다.
